Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RHPN1-AS1,1.219125688,-1.182056443,3.604552698,-0.327934294,0.742961344,0.990729693
RHPN2,436.2891049,-0.799631696,0.358074455,-2.233143652,0.025539473,0.600280968
RIBC1,1.345410961,-0.785800446,3.01327365,-0.26077965,0.794262439,0.996317104
RIBC2,3.6563297,0.623778549,2.546062169,0.244997375,0.806458464,0.996317104
RIC1,29.43761478,0.140959226,0.705931167,0.199678428,0.841732086,0.996317104
RIC8A,176.28421,0.103457725,0.445435105,0.232262171,0.816334392,0.996317104
RIC8B,48.36541112,-0.141474648,0.561752292,-0.251845252,0.801160678,0.996317104
RICTOR,58.3386084,0.36212114,0.566452247,0.639279202,0.522641316,0.990364873
RIDA,278.375858,0.334209104,0.368115594,0.907891733,0.363935426,0.990364873
RIF1,141.9269044,-0.651208475,0.468325524,-1.390503916,0.164375911,0.990364873
RIIAD1,0.120301107,2.022079988,6.120206177,0.330394096,0.741102202,0.990364873
RILP,83.97883302,0.176187572,0.633075004,0.27830442,0.780778683,0.996317104
RILPL1,12.74907285,0.076119813,1.127356419,0.067520627,0.946167241,0.996317104
RILPL2,25.33489467,0.357178282,0.780825672,0.457436653,0.647357224,0.990364873
RIMBP2,2.622522887,-2.065965084,2.955061139,-0.699127695,0.484472232,0.990364873
RIMKLA,51.11006829,-0.482053806,0.51779497,-0.930974293,0.351866862,0.990364873
RIMKLB,1.529838233,3.911448583,2.802007723,1.395944969,0.162731068,0.990364873
RIMS1,0.151128806,3.841017684,6.065116407,0.633296614,0.526539964,0.990364873
RIMS2,0.22494728,0.655349769,6.109598548,0.107265602,0.914578272,0.996317104
RIMS3,2.90512,-0.65062783,2.117672052,-0.307237294,0.758662761,0.994492212
RIN1,16.90910506,-1.280235305,1.154823737,-1.108598017,0.267603634,0.990364873
RIN2,130.7146371,0.659205306,0.485859087,1.356782909,0.1748502,0.990364873
RIN3,33.17654334,0.479244107,0.711339251,0.673720881,0.500488784,0.990364873
RING1,143.1715034,-0.297414995,0.320478621,-0.92803381,0.353390032,0.990364873
RINL,5.467341372,-1.855689077,1.547711137,-1.19898929,0.23053211,0.990364873
RINT1,26.16939067,-1.175353653,0.752235866,-1.562480209,0.118174905,0.94571423
RIOK1,87.65517967,-0.884133171,0.490473034,-1.802613209,0.071448981,0.842897635
RIOK2,129.6334298,0.813222358,0.38704005,2.10113232,0.035629352,0.679182175
RIOK3,173.7679567,0.010753562,0.333063846,0.032286788,0.974243345,0.996317104
RIPK1,55.53513778,0.145625335,0.481927976,0.302172404,0.76252064,0.995437843
RIPK2,70.25055485,0.082125363,0.526115536,0.156097582,0.875956104,0.996317104
RIPK3,20.53680394,0.141939503,0.801401311,0.177114139,0.859418737,0.996317104
RIPK4,103.5177392,0.134627127,0.392233472,0.343232123,0.73142384,0.990364873
RIPPLY3,10.28473677,-0.510531898,1.405677275,-0.363192823,0.716460848,0.990364873
RIT1,108.4997227,1.035678222,0.548021453,1.889849779,0.058778054,0.790382887
RITA1,143.7676506,0.268790612,0.407578003,0.659482625,0.5095859,0.990364873
RLF,36.37676829,-0.755838049,0.742086601,-1.018530786,0.308425778,0.990364873
RLIM,110.1777086,0.768184974,0.365052521,2.104313571,0.035351103,0.677193041
RLN1,0.063174363,-0.172055379,6.052307666,-0.028428062,0.977320743,0.996317104
RLN2,1.484200157,2.022152613,3.900659731,0.518412974,0.604170164,0.990364873
RMDN1,112.3872269,-0.224481341,0.403500132,-0.556335237,0.577981703,0.990364873
RMDN2,13.60274879,0.430589772,0.772297085,0.557544216,0.577155658,0.990364873
RMDN3,108.7939556,-0.142186012,0.394112882,-0.36077484,0.718267773,0.990364873
RMI1,68.81256221,0.554537719,0.470235539,1.179276497,0.238288094,0.990364873
RMI2,78.88717898,-0.960896288,0.730078897,-1.316154038,0.188122347,0.990364873
RMND1,108.0459256,0.481178287,0.476490212,1.009838766,0.312572544,0.990364873
RMND5A,271.7367278,-0.233567615,0.275268298,-0.84850895,0.39615459,0.990364873
RMND5B,60.23061583,-0.037765953,0.661286926,-0.057109784,0.954457743,0.996317104
RMRP,1.53270363,-0.202294515,3.744592099,-0.054023111,0.956916751,0.996317104
RN7SK,57.93287035,2.819843266,0.745189479,3.784062103,0.000154289,0.035632915
RN7SL1,3.905097446,1.273473905,1.866974128,0.682105813,0.495172045,0.990364873
RN7SL2,1.7961188,4.985806943,2.756245588,1.808912444,0.070464607,0.839156127
RNA28S5,0.731754886,2.022109643,4.47392849,0.4519763,0.651286056,0.990364873
RNA45S5,277.0968733,1.11451076,0.390664069,2.852862211,0.00433274,0.275234693
RNASE1,2214.231408,-0.586167763,0.230853156,-2.539136883,0.011112634,0.424116484
RNASE3,0.06572366,2.022104615,6.120206177,0.33039812,0.741099162,0.990364873
RNASE4,224.9117186,-0.93334661,0.354207095,-2.635030813,0.008412965,0.362562545
RNASE6,37.06831909,-0.473444022,0.579800004,-0.816564365,0.414177427,0.990364873
RNASE7,0.151128806,3.841017684,6.065116407,0.633296614,0.526539964,0.990364873
RNASEH1,61.68017234,-0.099764991,0.52385319,-0.190444561,0.848960782,0.996317104
RNASEH1-AS1,15.46670654,-0.152205173,1.029530469,-0.147839407,0.882469509,0.996317104
RNASEH2A,116.2338475,0.377418064,0.520467369,0.725152213,0.468358656,0.990364873
RNASEH2B,54.76831671,-0.407406441,0.574599817,-0.709026402,0.478308093,0.990364873
RNASEH2C,98.9048456,-0.230649536,0.397261986,-0.580598054,0.561511384,0.990364873
RNASEK,21.60097864,1.259504106,1.14731395,1.097785053,0.27229836,0.990364873
RNASEK-C17orf49,7.526221965,0.081501673,1.271611983,0.064093194,0.948896021,0.996317104
RNASEL,37.63581828,0.713969764,0.573813728,1.244253543,0.213406263,0.990364873
RNASET2,631.1649946,-0.070802562,0.283450569,-0.249788039,0.80275127,0.996317104
RND1,3.585239816,0.535716372,1.717732681,0.311874122,0.75513619,0.993774676
RND2,2.871714039,-3.264337462,2.391697706,-1.364862062,0.172296408,0.990364873
RND3,187.9254678,0.049983302,0.414213401,0.120670413,0.903952094,0.996317104
RNF10,371.1158457,0.754075769,0.441660383,1.707365656,0.08775411,0.897673215
RNF103,280.4883386,-0.404337323,0.310592085,-1.301827518,0.192975354,0.990364873
RNF11,157.1454463,0.097188915,0.301766366,0.322066757,0.747402122,0.9920575
RNF111,58.71597568,0.177537525,0.616575409,0.287941299,0.773391673,0.99576093
RNF112,0.433867099,2.022036209,6.120206177,0.330386943,0.741107606,0.990364873
RNF113A,57.53428676,-0.008750962,0.483700016,-0.018091713,0.985565689,0.99641976
RNF114,162.2535823,0.083177846,0.331288149,0.251074015,0.801756886,0.996317104
RNF115,74.03413151,-0.634063493,0.522540979,-1.213423479,0.224967954,0.990364873
RNF121,28.41088528,-0.015978527,0.784296866,-0.02037306,0.983745774,0.99641976
RNF123,205.0273924,-0.529623521,0.430182626,-1.231159718,0.218263134,0.990364873
RNF125,36.45286719,-0.328198778,0.656546791,-0.499886349,0.617155105,0.990364873
RNF126,163.7388413,-0.188092639,0.523340104,-0.359408037,0.719289863,0.990364873
RNF126P1,0.133835063,2.022098164,6.120206178,0.330397066,0.741099958,0.990364873
RNF128,2548.531904,-0.084722414,0.288614053,-0.293549162,0.769102427,0.99576093
RNF13,216.1532529,0.039141116,0.306567567,0.127675332,0.898405913,0.996317104
RNF130,24.81425967,0.073229356,0.896743542,0.081661425,0.934915954,0.996317104
RNF135,71.50100963,0.36631188,0.53063145,0.690332019,0.489985417,0.990364873
RNF138,65.37813027,-0.399541541,0.541263388,-0.738164727,0.460414354,0.990364873
RNF138P1,0.454019832,-0.441936207,6.034645895,-0.073233163,0.941620577,0.996317104
RNF139,272.5556129,0.49796328,0.330971308,1.504551203,0.1324395,0.967732767
RNF139-AS1,2.938567022,4.372371912,2.673006725,1.635750435,0.101891829,0.921701525
RNF14,82.14327244,0.028747701,0.419670167,0.068500703,0.945387061,0.996317104
RNF141,181.1201415,-0.128948356,0.335500748,-0.384345957,0.70072205,0.990364873
RNF144A,9.096930685,-0.7004704,1.236523676,-0.566483613,0.57106507,0.990364873
RNF144A-AS1,0.151128806,3.841017684,6.065116407,0.633296614,0.526539964,0.990364873
RNF144B,11.38852336,-1.079117162,1.102786532,-0.978536762,0.327808918,0.990364873
RNF145,115.0032482,-0.26959603,0.376262682,-0.716510148,0.473676404,0.990364873
RNF146,65.25829507,0.132662987,0.531234392,0.2497259,0.802799327,0.996317104
RNF148,0.163588551,2.022059729,6.120206177,0.330390786,0.741104703,0.990364873
RNF149,199.1763641,-0.348558637,0.304547942,-1.144511548,0.252411551,0.990364873
RNF152,1.573713123,2.744268017,2.983174008,0.919915503,0.357616917,0.990364873
RNF157,8.963812095,1.038488925,1.545251341,0.672051787,0.501550728,0.990364873
RNF165,14.76454859,-1.968368203,1.730665209,-1.137347763,0.255392935,0.990364873
RNF166,9.298197951,-1.096200696,1.68247959,-0.651538778,0.514698754,0.990364873
RNF167,714.2775421,0.248522616,0.731023836,0.339965134,0.733882785,0.990364873
RNF168,43.04760167,1.250011092,0.615240877,2.031742589,0.042179722,0.729989362
RNF169,4.678779187,-0.086731987,1.882539878,-0.046071793,0.963253028,0.996317104
RNF170,44.32391957,0.36786121,0.49542203,0.742520897,0.457771795,0.990364873
RNF180,2.327878552,3.919053227,2.933100335,1.336147005,0.181501229,0.990364873
RNF181,1142.847992,-0.169915352,0.232802187,-0.729870083,0.465469601,0.990364873
RNF182,0.207008205,2.022103285,6.120206177,0.330397903,0.741099326,0.990364873
RNF183,3.466040664,-2.713447749,2.579741577,-1.051829289,0.292877879,0.990364873
RNF185,150.8052862,0.308047808,0.372026986,0.828025439,0.407656093,0.990364873
RNF186,112.81924,-2.081809755,0.521710801,-3.990352032,6.60E-05,0.019483263
RNF187,285.2786231,-0.046475574,0.30290667,-0.153431992,0.878057618,0.996317104
RNF19A,223.1376449,-0.427397221,0.340971491,-1.25346908,0.210035045,0.990364873
RNF19B,23.66819283,-0.04936552,0.740407415,-0.066673454,0.946841668,0.996317104
RNF2,75.90817545,-0.396116342,0.524164851,-0.75570947,0.449823405,0.990364873
RNF20,105.8836625,-0.233916499,0.513120565,-0.455870442,0.648483146,0.990364873
RNF207,17.55842232,-0.282440278,0.763598134,-0.369880786,0.711471318,0.990364873
RNF208,25.46813888,1.246767401,0.7778853,1.602765087,0.108986528,0.932221659
RNF212,7.475111886,0.76608205,1.41217269,0.54248468,0.587484658,0.990364873
RNF212B,0.636121527,-1.773436965,5.92375587,-0.299377119,0.764652319,0.99576093
RNF213,178.2190922,0.367915312,0.305362293,1.204848534,0.22826178,0.990364873
RNF214,38.86756503,-0.337227038,0.613654683,-0.549538767,0.582635768,0.990364873
RNF215,2.014907257,-0.234132974,2.924831869,-0.080050063,0.93619744,0.996317104
RNF216,50.79752994,-0.413428374,0.568694318,-0.726978205,0.467239307,0.990364873
RNF216P1,75.92267294,0.470904211,0.57008201,0.826028892,0.408787702,0.990364873
RNF217,12.86571651,-0.452119991,0.905346669,-0.499388805,0.617505504,0.990364873
RNF217-AS1,1.067513002,-0.369565091,3.560163678,-0.103805646,0.917323586,0.996317104
RNF219,47.72002602,-0.854258552,0.609257426,-1.402130719,0.160876215,0.990364873
RNF220,159.5670134,0.711207394,0.372534778,1.909103356,0.05624876,0.784008569
RNF222,0.577601465,2.022020053,5.738723316,0.352346671,0.724578291,0.990364873
RNF223,4.373897744,1.011623114,1.875102636,0.539502796,0.589539968,0.990364873
RNF24,213.7342314,0.643445012,0.579588391,1.110175812,0.266923273,0.990364873
RNF25,17.885372,0.020020351,0.945827454,0.021167023,0.983112421,0.99641976
RNF26,45.65493284,0.119770092,0.562878023,0.21278161,0.831497308,0.996317104
RNF31,28.84963994,0.709496725,0.639281751,1.109834161,0.267070496,0.990364873
RNF32,4.637408871,0.765102381,1.784208748,0.428818871,0.668055044,0.990364873
RNF34,186.0723396,-0.393462599,0.304716327,-1.291242263,0.196619684,0.990364873
RNF38,58.1486227,0.292654453,0.533527905,0.548526985,0.583330106,0.990364873
RNF39,31.90115629,-1.083265054,0.918890576,-1.178883627,0.238444518,0.990364873
RNF4,101.912353,-0.547970503,0.397402302,-1.378881049,0.167931432,0.990364873
RNF40,86.81318185,0.337610999,0.48489581,0.696254725,0.486269321,0.990364873
RNF41,172.9120552,-0.460860918,0.414578298,-1.111637826,0.266293902,0.990364873
RNF43,97.2375087,0.11264059,0.462223828,0.243692737,0.807468799,0.996317104
RNF44,78.24850895,-0.963704244,0.473401254,-2.03570277,0.041780211,0.727177504
RNF5,7.839155585,-0.168628677,1.19604023,-0.140989134,0.887878526,0.996317104
RNF5P1,0.209101626,2.022032003,6.120206177,0.330386256,0.741108125,0.990364873
RNF6,57.32888159,-0.764750683,0.602356555,-1.26959801,0.204227858,0.990364873
RNF7,226.50762,-0.633690756,0.331397889,-1.912174993,0.055853752,0.782386855
RNF8,95.21386087,-0.362249288,0.422145357,-0.858115059,0.390828933,0.990364873
RNFT1,57.09486521,0.133705273,0.67974666,0.196698684,0.84406334,0.996317104
RNFT2,9.180908144,-1.295960179,1.878656963,-0.689833325,0.490299009,0.990364873
RNGTT,28.73514419,0.212808683,0.825935428,0.257657773,0.796671038,0.996317104
RNH1,230.0872431,0.226776877,0.336638466,0.673651112,0.50053315,0.990364873
RNLS,73.49709371,-0.542142166,0.548065658,-0.989192002,0.322569211,0.990364873
RNMT,154.2748865,0.541259663,0.383265063,1.412233246,0.157881295,0.990364873
RNPC3,33.25770205,0.596445927,0.648012024,0.920424166,0.357351145,0.990364873
RNPEP,708.0555381,0.192357241,0.249690482,0.770382753,0.441072881,0.990364873
RNPEPL1,99.51681746,0.702757852,0.654826095,1.073197689,0.283182428,0.990364873
RNPS1,470.5628449,0.122186663,0.285829999,0.427480193,0.669029609,0.990364873
RNU12,0.066050095,2.022104489,6.120206177,0.330398099,0.741099177,0.990364873
RNU4-1,0.411243093,4.366259483,6.054441574,0.721166342,0.470807177,0.990364873
RNU4-2,0.179068505,3.25414763,6.082330231,0.535016598,0.59263838,0.990364873
RNU4ATAC,3.592482105,-1.079497654,1.794565013,-0.601537223,0.547482227,0.990364873
RNU5E-1,0.06572366,2.022104615,6.120206177,0.33039812,0.741099162,0.990364873
RNU5F-1,0.377608364,2.022032275,6.120206177,0.3303863,0.741108092,0.990364873
RNU6ATAC,0.265074318,2.022003653,6.120206177,0.330381624,0.741111625,0.990364873
RNY1,2.923962618,3.524926039,1.840678465,1.915014549,0.055490648,0.77949465
RNY3,7.502831189,-0.212135779,1.210950155,-0.175181264,0.860937206,0.996317104
RNY5,0.38204336,-1.163248716,6.000683543,-0.193852701,0.84629122,0.996317104
ROBO1,20.50667271,-0.741522625,0.80950264,-0.916022492,0.359655098,0.990364873
ROBO2,0.107542417,3.254149604,6.082330231,0.535016923,0.592638155,0.990364873
ROBO3,0.293651966,2.179327459,6.040160429,0.360806221,0.718244312,0.990364873
ROCK1,164.4367407,0.040992072,0.455629857,0.089967923,0.928312705,0.996317104
ROCK1P1,0.089466376,2.022107374,6.120206177,0.330398571,0.741098821,0.990364873
ROCK2,683.5473967,-0.063459287,0.28326398,-0.22402879,0.822734901,0.996317104
ROGDI,29.32001998,0.618705986,0.782153978,0.79102837,0.428927437,0.990364873
ROM1,0.624731166,-0.441357925,5.538062739,-0.079695364,0.936479547,0.996317104
ROMO1,333.5779522,-0.122466157,0.277529355,-0.441272805,0.659015511,0.990364873
ROPN1,0.063956028,2.022107397,6.120206177,0.330398574,0.741098819,0.990364873
ROPN1L,0.401100483,2.022023668,6.120206177,0.330384894,0.741109154,0.990364873
ROR1,74.53172412,-0.920016008,0.631963723,-1.455805096,0.145446507,0.990364873
ROR1-AS1,12.35643185,2.02483703,0.915105551,2.212681398,0.026919619,0.614417463
RORA,5.178209446,-1.874959486,2.259276342,-0.829893825,0.406598816,0.990364873
RORA-AS1,0.523176939,-0.574235899,3.78942434,-0.151536447,0.879552563,0.996317104
RORB,2.510105603,7.292637464,5.963273319,1.222925241,0.221357934,0.990364873
RORC,2.209147724,1.587510521,2.574548801,0.616616986,0.537487388,0.990364873
ROS1,0.146136012,2.022063734,6.120206177,0.33039144,0.741104208,0.990364873
RP11-87M18.2,0.272779002,3.25412987,6.082330234,0.535013678,0.592640399,0.990364873
RP2,57.837636,-0.547985465,0.514647979,-1.064777261,0.286976738,0.990364873
RP9,25.67564321,-0.410969145,0.82929241,-0.495566028,0.620200626,0.990364873
RP9P,8.018091667,-0.643596684,1.130754524,-0.569174538,0.569237698,0.990364873
RPA1,140.1282013,0.346173484,0.346674423,0.998555015,0.318010301,0.990364873
RPA2,48.67170303,-1.185881965,0.653584177,-1.814428818,0.069611732,0.837214752
RPA3,174.5977311,0.204384767,0.462614692,0.44180345,0.658631442,0.990364873
RPA4,3.222566756,0.640315548,2.257509899,0.28363798,0.776687828,0.99576093
RPAIN,72.53007178,-0.428148508,0.474956911,-0.901447053,0.367350674,0.990364873
RPAP1,13.80708843,-0.724588261,0.985243704,-0.735440641,0.462071178,0.990364873
RPAP2,75.79809734,0.360029616,0.62579712,0.575313636,0.565079201,0.990364873
RPAP3,86.61900099,0.552468588,0.514847039,1.073073257,0.283238249,0.990364873
RPARP-AS1,27.47210956,-1.467692505,1.03635767,-1.416202675,0.156716173,0.990364873
RPE,72.89430668,0.25564929,0.421906124,0.605938798,0.544555394,0.990364873
RPE65,0.158719393,2.0220583,6.120206177,0.330390552,0.741104879,0.990364873
RPEL1,1.555037997,1.884349536,3.146913342,0.598792954,0.549310962,0.990364873
RPF1,209.9201199,0.277663432,0.33368445,0.832113789,0.40534472,0.990364873
RPF2,219.5863206,-0.225723792,0.341635778,-0.660714734,0.508795273,0.990364873
RPGR,25.66593278,-1.166943637,0.780243378,-1.49561492,0.134754033,0.968513248
RPGRIP1,0.127912056,2.022088762,6.120206177,0.33039553,0.741101119,0.990364873
RPGRIP1L,25.26639111,4.704168846,1.271907477,3.698514973,0.000216865,0.046507121
RPH3AL,49.40978749,0.209156177,0.709636317,0.294737138,0.768194691,0.99576093
RPIA,80.31454485,0.184063754,0.430956317,0.427105363,0.669302587,0.990364873
RPL10,4519.236819,-0.053813543,0.184627158,-0.291471436,0.770690787,0.99576093
RPL10A,4780.540622,-0.237562191,0.251804472,-0.943439128,0.345456337,0.990364873
RPL10L,1.52620824,-0.461500398,2.346783351,-0.196652323,0.844099622,0.996317104
RPL11,5061.064005,-0.039572772,0.196643225,-0.201241473,0.840509764,0.996317104
RPL12,5797.408438,0.041075953,0.26883933,0.152789971,0.878563907,0.996317104
RPL13,4570.928347,0.130298124,0.19364287,0.672878503,0.501024589,0.990364873
RPL13A,1975.945668,-0.576297036,0.199207207,-2.892952739,0.003816387,0.258452627
RPL13AP20,11.44301258,0.012749355,1.054356781,0.012092069,0.99035216,0.99641976
RPL13AP3,1.397982206,0.813439735,2.622270705,0.310204333,0.756405576,0.993774676
RPL13AP5,12.33440616,0.895848951,0.959728323,0.933440151,0.350592758,0.990364873
RPL13AP6,1.037092579,2.277283112,3.747329706,0.607708233,0.543381002,0.990364873
RPL13P5,0.361885522,-0.673133516,5.975798065,-0.112643284,0.910313368,0.996317104
RPL14,7246.291814,-0.421224932,0.246020354,-1.712154806,0.086868144,0.895537719
RPL15,8638.996794,-0.207758104,0.180370245,-1.151842445,0.249385823,0.990364873
RPL17,536.1945828,0.090608979,0.285658413,0.317193453,0.751096817,0.993702854
RPL17-C18orf32,5.4039485,0.175940074,1.617549043,0.108769545,0.91338528,0.996317104
RPL18,2049.998011,-0.60399319,0.218689012,-2.761881745,0.005746929,0.310773635
RPL18A,12028.97435,-0.043561435,0.196741352,-0.221414739,0.824769517,0.996317104
RPL19,2394.299415,-0.174360004,0.256597175,-0.679508665,0.496815619,0.990364873
RPL19P12,11.40772752,0.098851765,1.020513808,0.096864702,0.922833841,0.996317104
RPL21,3.055178027,-0.651575125,1.790612106,-0.363884016,0.715944621,0.990364873
RPL21,0.277457274,0.655314198,6.109596684,0.107259813,0.914582865,0.996317104
RPL21P28,5.122975246,0.13644416,1.425312504,0.095729294,0.923735574,0.996317104
RPL21P44,1.749465858,5.460562271,2.581032901,2.115650005,0.034374586,0.673471382
